id,batch,case_id,label,seed,variant,source_config,source_config_sha256,config,target,continuation
run_058,6,five_005_conservator,Oracle · Video-Past,42,,outputs/five_005_conservator/image_past_seed42/oracle/config.json,f6fa26a481b48053254652b53cb0e065dca60ed833ef003b4f7d092875486d3a,records/outputs/five_005_conservator/image_past_seed42/oracle/config.json,media/videos/49514a10a20a205616e9881ebc65efcb22e910ac7fe9488509cc486034b08842.mp4,media/videos/785b1d602705b182d4ad285f1a8a89e93eacca77dc90d40c26c1201051ebddad.mp4
run_059,8,five_005_conservator,Oracle · Image-Past,42,P1,outputs/five_005_conservator/prompt_control_seed42/P1/image_past/config.json,667d567dd2c3e2ad9623e25be62790870e8f01ae0b760acfea1039c13ede9f31,records/outputs/five_005_conservator/prompt_control_seed42/P1/image_past/config.json,media/videos/e9fe67137d4e903fc64b8be2b2276e577ed4bf00bd32f5af2a0e5267de8b381f.mp4,media/videos/3d1dd9b99309277c724e51e0e6b8547ea743fe7381d3a7ae3c5f3826b6bc7d40.mp4
run_060,8,five_005_conservator,Local-only,42,P1,outputs/five_005_conservator/prompt_control_seed42/P1/local/config.json,1a8be3cd8a518b5a5d35e76b8873531d10b9e9c796eafe5f02461f84daf0b8c9,records/outputs/five_005_conservator/prompt_control_seed42/P1/local/config.json,media/videos/cc25faff53df883ea55b20cf0778bcb0575fc84529d6a7ee5f384f5dbc3450f9.mp4,media/videos/075d88b6ddb024280906c90920bf71aaf4cb14bd62762853d3e2d22093e31633.mp4
run_061,8,five_005_conservator,Oracle · Video-Past,42,P1,outputs/five_005_conservator/prompt_control_seed42/P1/video_past/config.json,6207ac1e8d28bc56cb91d8cfcaf25ce5d0bc171517b9ccc82d6b6cdea43c2368,records/outputs/five_005_conservator/prompt_control_seed42/P1/video_past/config.json,media/videos/bac190957a00a5bce30cb7ef4794a72e55068d9998e72770e8a944598cf945c0.mp4,media/videos/f8660a1e23e9a4a21b7160b448c5b75654919920e17a300025079ead5c16e342.mp4
run_062,8,five_005_conservator,Oracle · Image-Past,42,P2,outputs/five_005_conservator/prompt_control_seed42/P2/image_past/config.json,21ea708aca073425d6b5e96e0bad293e10db1b0e84260a2aaa9afc0bc5acc124,records/outputs/five_005_conservator/prompt_control_seed42/P2/image_past/config.json,media/videos/2576dba0977cdec9a0cd8ff2c0da85f43e444fc1d15081279345f4a1818ebc2e.mp4,media/videos/f2481589bc78fea2fda96482dfd9ceacc3024d1702f2c17698b847710771926a.mp4
run_063,8,five_005_conservator,Local-only,42,P2,outputs/five_005_conservator/prompt_control_seed42/P2/local/config.json,361db1b74c145159347bbb60f513d919ac007dca516e602f4aae228289883e5c,records/outputs/five_005_conservator/prompt_control_seed42/P2/local/config.json,media/videos/008b477fe16e33c5318ca1fcbdb394a7f47d5f731ebc8037a795d381ab2d33a5.mp4,media/videos/7f0f53db63228ccd572b6e10c053fa405da803b67d79ca04861b15d6bd613581.mp4
run_064,8,five_005_conservator,Oracle · Video-Past,42,P2,outputs/five_005_conservator/prompt_control_seed42/P2/video_past/config.json,33d13149d029409b7cd8513d12c7b24957846cd6cb2382a3aa881a94ab340e99,records/outputs/five_005_conservator/prompt_control_seed42/P2/video_past/config.json,media/videos/d69f43d423d3dcbf1e25717039fd84b1cef187697649e8fb86707f1a5706aeab.mp4,media/videos/75af131e0a6489b17884e6f18e4cf88350e68dacca24387618b7fd9c8f4b5ccc.mp4
run_065,8,five_005_conservator,Oracle · Image-Past,42,P3,outputs/five_005_conservator/prompt_control_seed42/P3/image_past/config.json,3579ca50e11209b97dd00e61685e9ddbe27706eecd6b4a2da1a8bdb8f32073ee,records/outputs/five_005_conservator/prompt_control_seed42/P3/image_past/config.json,media/videos/926402f4b7b80bd4a5a8c11685c06dcce6e1b57fbf97e8753322fb45ffce6704.mp4,media/videos/672a378f906e8b07e8e957056fe35cc50096030f9ee3e88d30e907dc2090763d.mp4
run_066,8,five_005_conservator,Local-only,42,P3,outputs/five_005_conservator/prompt_control_seed42/P3/local/config.json,341f996da46db4ae3a826d13b91d09b876d64c52dc6eaa33d7e40c3f659c90e1,records/outputs/five_005_conservator/prompt_control_seed42/P3/local/config.json,media/videos/23da59dc5f63d96f58c7e733483f06006fff1d44705c11be5b3ee06e2b09d81b.mp4,media/videos/6038e210b88c9516ccf4c7ff20b78f54cdac4b6a6dd0833d2806199711052fc1.mp4
run_067,8,five_005_conservator,Oracle · Video-Past,42,P3,outputs/five_005_conservator/prompt_control_seed42/P3/video_past/config.json,938cdc63e8f69adcac292546e0bcd6c7ba9b0147962c83e4560624f9f9aa85c0,records/outputs/five_005_conservator/prompt_control_seed42/P3/video_past/config.json,media/videos/e25f5ac4fa79839e04cd40616a24f3a762956cc449d83696cfc16ddcaf97293e.mp4,media/videos/c189fd32db912baf0eb98018b54c5d267aaf26c7e42065839956ece90a4eda0e.mp4
run_068,7,five_005_conservator,Oracle · Image-Target,42,,outputs/five_005_conservator/reference_grid_seed42/image_target/config.json,00222e64203d7c39e2e0813d1b0e2517d82d2930df86406d4b3a383288a33eeb,records/outputs/five_005_conservator/reference_grid_seed42/image_target/config.json,media/videos/7d2d6115a8edc55f0869f84b809b9d9dc2962846280e800f7fa1da843b223e4d.mp4,media/videos/a3b689b42d1b25bc88cd79614200a7a20e4bc4f74de6011dfbdcdd02cdecd978.mp4
run_069,7,five_005_conservator,Oracle · Video-Past,42,,outputs/five_005_conservator/reference_grid_seed42/video_past/config.json,e38dd568f4db9e1d87bbf5d68841f44889fd121017cd784e063b69e66d5b75f6,records/outputs/five_005_conservator/reference_grid_seed42/video_past/config.json,media/videos/635ce4475e920af26526fc5c349d7de5c18443a3adfcb909c5df6b68d95f7f06.mp4,media/videos/db9bf3a04b8a6632f524c519f1086316869935d7447df8d345840b8179895ef1.mp4
run_070,7,five_005_conservator,Oracle · Video-Target,42,,outputs/five_005_conservator/reference_grid_seed42/video_target/config.json,e5ad3984828f87bffc8efda149c6c3a3e8eaaf9655b16e226bd5d6aa263b34bc,records/outputs/five_005_conservator/reference_grid_seed42/video_target/config.json,media/videos/7f1da43082db4ea7268d18855b15545eb159405c8bfffddd0f33919bfa7f5960.mp4,media/videos/16b8e2df75b2ebdd5035ef2e86883a6d462292fc8e917982be9ddc869e68c4c1.mp4
run_071,9,long_001_nursery_manager,Full-reference · H 전체,42,,outputs/long_input/seed42/long_001_nursery_manager/full_reference/config.json,d2f173cbea6035f371cae77a3aa6dda191d93615a96d98b936681ea22e2f8c3a,records/outputs/long_input/seed42/long_001_nursery_manager/full_reference/config.json,media/videos/b3a9eafe5c703e27efc41626c9063c7e60636d4d39f331d83ddd57442c69678c.mp4,media/videos/2de5b9cbd57fc5ec86fdd29abdecd8277ea703a18a3b5eb77523e55c3a4769d2.mp4
run_072,9,long_001_nursery_manager,Local-only,42,,outputs/long_input/seed42/long_001_nursery_manager/local/config.json,c9f049e064e9b0a6bbf6475cca8f292af74a9b7c0ec0c62731e2d0721bdbf1d0,records/outputs/long_input/seed42/long_001_nursery_manager/local/config.json,media/videos/c5e38ba3b1459df6ab0f3e0dd7296a7de7f52b47d3b159de2ecb269c76c45617.mp4,media/videos/d994ec45029f05c216cf3d0e146eb6873fef148934f82313d38644d779183ee8.mp4
run_073,9,long_001_nursery_manager,Native-Full · 연속 32초,42,,outputs/long_input/seed42/long_001_nursery_manager/native_full/config.json,493a6cc957a0387d5084e784be812475e01a59288f87f17ed97dd7782e5637f5,records/outputs/long_input/seed42/long_001_nursery_manager/native_full/config.json,media/videos/da9e1fb2f82a9e1028c7a37517e0b41aba7a9bac671866a12fb798c03e83099e.mp4,media/videos/ed9ec16d452325834e5025e4d15c7f59af5657d4bd0d6da482f2b9259686dbe0.mp4
run_074,9,long_001_nursery_manager,Oracle-sparse · 선택 chunk,42,,outputs/long_input/seed42/long_001_nursery_manager/oracle_sparse/config.json,e6da595fa4b0177dac292fc27862ce7f62b1a7ab2e7b58e59597d9589c62a675,records/outputs/long_input/seed42/long_001_nursery_manager/oracle_sparse/config.json,media/videos/3530d812f9ca4fa7069095fd51022f43057736481d94e413c430a05031a2b4a9.mp4,media/videos/76680350fec3174c06437f53ab979eea63d3c94c5362a455796eab1b18064ad6.mp4
run_075,9,long_001_nursery_manager,Uniform-sparse · 중앙 chunk,42,,outputs/long_input/seed42/long_001_nursery_manager/uniform_sparse/config.json,f0dd6f53305a9c8c2187a824a63fb05c0cd495ad4a690d75bf9abecae3439056,records/outputs/long_input/seed42/long_001_nursery_manager/uniform_sparse/config.json,media/videos/4279c83aef10ca0c64dcb0b9a7f11d0fc4f37f6c2b21991f920c79243724d8cf.mp4,media/videos/99c561d776a9546c187de08aa973e2da8ad65e8f97db16282e29de4ade12486d.mp4
run_076,9,long_002_robot_head,Full-reference · H 전체,42,,outputs/long_input/seed42/long_002_robot_head/full_reference/config.json,bb7787128532010907fe86cabbd2c26bc34be8e6ca666de87d8470f785268da7,records/outputs/long_input/seed42/long_002_robot_head/full_reference/config.json,media/videos/df1d9cead6f31074416a7bc6c2a0d4a33537cd97046cc911dbaf910f7a6c5fb3.mp4,media/videos/8188fe0e7b01b25ba566c75c69bc558d02f7aaa8379666708d039d36cf5563d3.mp4
run_077,9,long_002_robot_head,Local-only,42,,outputs/long_input/seed42/long_002_robot_head/local/config.json,a0afd71fd674baba7fc17eac4393e07bd7363be0970baf0c549fbe5139ec8057,records/outputs/long_input/seed42/long_002_robot_head/local/config.json,media/videos/1bb8d7c2fb496ff1f9acd24f8d58a35a228c5107ce27666fbb0d6be9c1ac5bd7.mp4,media/videos/171087f24ba6c01c57766d51435110e9c74c439a9a519b813aa25cec4fad8e1f.mp4
run_078,9,long_002_robot_head,Native-Full · 연속 32초,42,,outputs/long_input/seed42/long_002_robot_head/native_full/config.json,cc838ebc643497e0b745720e14f27d2b44ba10018b557713fb934bb3c9328677,records/outputs/long_input/seed42/long_002_robot_head/native_full/config.json,media/videos/7353b0ff45c64fd43769e5d85bf34e0e741006d556a8ee9a81cc33abfe94755b.mp4,media/videos/642978c96b4905d66270b7502d62def6841cac54330957a4cba3eb8d226b8844.mp4
run_079,9,long_002_robot_head,Oracle-sparse · 선택 chunk,42,,outputs/long_input/seed42/long_002_robot_head/oracle_sparse/config.json,5e95d548bead555baceeac9d714ba0defc00a7b0347867ad4d3a5e50ce40da79,records/outputs/long_input/seed42/long_002_robot_head/oracle_sparse/config.json,media/videos/2998f4e5a180f41f7e771b39eb7109ee7d658904b2192d2b5d872ea8e03aeed9.mp4,media/videos/c599e60269634a58fc9b4dc3cd8313fb3fd62bd5c0f6df71645e3e9bc89c956c.mp4
run_080,9,long_002_robot_head,Uniform-sparse · 중앙 chunk,42,,outputs/long_input/seed42/long_002_robot_head/uniform_sparse/config.json,80c43d66efae6a3a775830c085d3f750aed4af8f49700e78c22d8ed682186bfd,records/outputs/long_input/seed42/long_002_robot_head/uniform_sparse/config.json,media/videos/0872125833f7b095c41191be8da29e5734a93227bdebfc1d337d3c320ebb72cf.mp4,media/videos/742dab6d556cdbed8864f337cc434ac2c8d288077198a1fba9ff9f2e51d24ee7.mp4
run_081,9,long_003_student_return,Full-reference · H 전체,42,,outputs/long_input/seed42/long_003_student_return/full_reference/config.json,c4396168017ce81c1d64cb2a25bef38d442c1cb6836e020ebbc95158746bc383,records/outputs/long_input/seed42/long_003_student_return/full_reference/config.json,media/videos/090014ba272ed0463268104657a9d2be4f5fccb71a1330c4b7fce5bd80b43dcf.mp4,media/videos/ec60c0b271a8472fddbecf74185ff0f51d59d7001b08d036378a81489fa5c231.mp4
run_082,9,long_003_student_return,Local-only,42,,outputs/long_input/seed42/long_003_student_return/local/config.json,72d997a47732c1e40b61ef3f47cf49df186b96f0ca56e26bf9a63a619277b14d,records/outputs/long_input/seed42/long_003_student_return/local/config.json,media/videos/8becca4bee1f178f753d59ee295ce9a252081fb4d5622a3835fe6c3da5be99b2.mp4,media/videos/a4e6ef7e7dfd8ddb33310ed4dcc93df7fcf1b8aa8481f427ba005d0e53473b10.mp4
run_083,9,long_003_student_return,Native-Full · 연속 32초,42,,outputs/long_input/seed42/long_003_student_return/native_full/config.json,854370c567d068b31ebead119c15e53abe07efc14f4b624e9e1844dad99f8ea5,records/outputs/long_input/seed42/long_003_student_return/native_full/config.json,media/videos/1273d6a2abfab01773e25564ef3710a0b1731097ebaaa9017205094014762567.mp4,media/videos/92052c7b19420acb9a9d9fdf023470f0d990e0951be9cc14ed515a6c5849bbc7.mp4
run_084,9,long_003_student_return,Oracle-sparse · 선택 chunk,42,,outputs/long_input/seed42/long_003_student_return/oracle_sparse/config.json,095556a5c332a5cbcc88f07ba5ebf0f54bc4504fe7a3ee6f856e02d3dcc46b0a,records/outputs/long_input/seed42/long_003_student_return/oracle_sparse/config.json,media/videos/d5c336949436bf0b2e5a2b1e363a687cc2af654fad540b445ac73312f4a3f457.mp4,media/videos/198c0eb0f5abdc83e6867750b5a98c99d1ab71d5e0d63de3e54adf75466ca469.mp4
run_085,9,long_003_student_return,Uniform-sparse · 중앙 chunk,42,,outputs/long_input/seed42/long_003_student_return/uniform_sparse/config.json,6fe31556fa632bfe105117ea71c4580b7c6db4d059b3001f0f1c0ff4c301e135,records/outputs/long_input/seed42/long_003_student_return/uniform_sparse/config.json,media/videos/63df5efc815895143368c1e2f3fc808b943d194ba4fd7deef0789d0662f7b0cc.mp4,media/videos/a1eebea67a3ab1b27593783cfa5c5325c1b2d3fc091e963cae0d7da0b5c3355b.mp4
run_086,9,long_004_van_exterior,Full-reference · H 전체,42,,outputs/long_input/seed42/long_004_van_exterior/full_reference/config.json,dcc9c51d3b34a3dd44048ffb2c32a75cf41bc7fb6d86de8d0b38528818fbf3a4,records/outputs/long_input/seed42/long_004_van_exterior/full_reference/config.json,media/videos/c8bee6e7e05c4c478ea58200298849aff18147dcacf20c72b9dae83032b06846.mp4,media/videos/d0ebc73c4ea55e1d5ac01bfc326e0aeae5fe5c7cb927909293319d542d3c5d0c.mp4
run_087,9,long_004_van_exterior,Local-only,42,,outputs/long_input/seed42/long_004_van_exterior/local/config.json,c77d0ee17077550405049392827af8e5fd3fd3115c1f34a2fc0bb237e45c602b,records/outputs/long_input/seed42/long_004_van_exterior/local/config.json,media/videos/ec8dc598f89141889a34fb87d0684718ee65058fb0a7d851e6240687db3bd525.mp4,media/videos/2c0c95af3cfbf2d7acd88d5a831802b0b5f51c146f5e27339f6f2c34abac82f6.mp4
run_088,9,long_004_van_exterior,Native-Full · 연속 32초,42,,outputs/long_input/seed42/long_004_van_exterior/native_full/config.json,870e2d5cdee8a14046bb645755e0ed0e2becccefa6917fb04d46bb5a831b9ff8,records/outputs/long_input/seed42/long_004_van_exterior/native_full/config.json,media/videos/10bee2850b6969cdcada237dfa7379124ee12cb7af7be898d470fc3b7ebc2516.mp4,media/videos/42afe44e73cde450dbf46a46106b62af68aa97e532a979cb5956aeb278aa84a6.mp4
run_089,9,long_004_van_exterior,Oracle-sparse · 선택 chunk,42,,outputs/long_input/seed42/long_004_van_exterior/oracle_sparse/config.json,f58b31ce4c54de9642214cabb1e53c6c18c5bb7f6f4ab78084c97546ca00b79f,records/outputs/long_input/seed42/long_004_van_exterior/oracle_sparse/config.json,media/videos/70c85b9a27576f88ae6f2e653e8c6c9e8bd0c62331ab0723ea45b0c69f0d1b9b.mp4,media/videos/9e702cd9b19ddc405eebac754a4515ebf52e4e974fabab44872c3dab3c8de581.mp4
run_090,9,long_004_van_exterior,Uniform-sparse · 중앙 chunk,42,,outputs/long_input/seed42/long_004_van_exterior/uniform_sparse/config.json,4552bce3db8bc05eb222b605b8b89f2844a79e3be2a3414c805d9741190e0925,records/outputs/long_input/seed42/long_004_van_exterior/uniform_sparse/config.json,media/videos/afa957a0c079e3de8f23530d455656ff09768c37771984111fcebe9bc71e77f2.mp4,media/videos/0614a920bb11629be1b3eb724bf6c7c6bdb9d2f6e963cd63cfc5ab51c2c1a3dc.mp4
run_091,9,long_005_conservator,Full-reference · H 전체,42,,outputs/long_input/seed42/long_005_conservator/full_reference/config.json,95be4a6f279bb40cb1ff3047c473c5160c2be4b84779b0124ee52886486c0e94,records/outputs/long_input/seed42/long_005_conservator/full_reference/config.json,media/videos/78c483bec7a702bf57ebd00493f6453a4ae142ab9eed3ade39b6c410defa038d.mp4,media/videos/2a388b69418e617379037cc1274a235fba274bd9272e9215b1f1f99130bceb04.mp4
run_092,9,long_005_conservator,Local-only,42,,outputs/long_input/seed42/long_005_conservator/local/config.json,3b2bf00ccf8ee53367b4c57cf2c08a8b236ea23e6527141840bece0a4fe42d67,records/outputs/long_input/seed42/long_005_conservator/local/config.json,media/videos/de3ce2e267887b8b33de3bcaada8a8dffe2dd1e95861d3d4ebeedc5d43afde7b.mp4,media/videos/e537e15712d186b70d075b4ae8617666d4572b0a45a3e673d64833704916e5ff.mp4
run_093,9,long_005_conservator,Native-Full · 연속 32초,42,,outputs/long_input/seed42/long_005_conservator/native_full/config.json,b0c87f6e71e2f0a623cfb7dc6f1b5efa560de0d5c4e78aea002a234112931a65,records/outputs/long_input/seed42/long_005_conservator/native_full/config.json,media/videos/bbecc5ead06476dc5d977e6a48cb5e968f52cc2b6f2c3ebee6c6998d99221f15.mp4,media/videos/f1f8928e73b5caa93bdb50038e431b89651e65d1290005352e267ddc49501f1d.mp4
run_094,9,long_005_conservator,Oracle-sparse · 선택 chunk,42,,outputs/long_input/seed42/long_005_conservator/oracle_sparse/config.json,dd2c011b32f1e45ea5b2427e84f8f7f4d120d62f7129622be3927ae11b47dab1,records/outputs/long_input/seed42/long_005_conservator/oracle_sparse/config.json,media/videos/5b77819b62c0875f1a12166d7d992e5e0d2e1ac5d707e335aef449e73d2da652.mp4,media/videos/5e112ddc8efcaff0568d8b6601f7026d3f7f52af3ac2e9d98a3ecb9f308d17b2.mp4
run_095,9,long_005_conservator,Uniform-sparse · 중앙 chunk,42,,outputs/long_input/seed42/long_005_conservator/uniform_sparse/config.json,3f8482b18b922e8cfe460352c6d13bee928ae452099c2116030537b59392700a,records/outputs/long_input/seed42/long_005_conservator/uniform_sparse/config.json,media/videos/fd00c81af42b0b4795a651c08e681e508dc59a0d403565ba7bd09e48b1ec87d4.mp4,media/videos/f476b86e4f204a1b01717dddffecdd54fa02aba75c05dc727e41264245291136.mp4
run_096,1,pilot_000_local_cooking,Local-only,42,,outputs/pilot_000_local_cooking/local_seed42/config.json,3c225faee0d60d156eca3fb1f2ec257213be94d86b7d86e96e612917a133d723,records/outputs/pilot_000_local_cooking/local_seed42/config.json,media/videos/a5d38af5a97e257c30fb33f6c3358f743ba77c32fa4a57de1c5c4f8ed20db533.mp4,media/videos/a25d71625b8fa404ea1e2d80ef79350eb6edf63b9fa7ffe538892fdbc261d741.mp4
run_097,4,pilot_001_interview_return,B · 이미지 · repeat_same,42,,outputs/pilot_001_interview_return/reference_format_seed42/B_repeat_same/config.json,45c896f0ca3c1230c6a27f7369b61f374a0c3eca02ae1888845e2fc38d3e269c,records/outputs/pilot_001_interview_return/reference_format_seed42/B_repeat_same/config.json,media/videos/0250aa4ebc35217b0d31aafa17d6972c388e1e2fed7d4282cc3b309851153e11.mp4,media/videos/ab3b677097c4bb0450491ed4cc75a155325e662abe45c61f8b6bfa853e031a85.mp4
run_098,4,pilot_001_interview_return,C · 이미지 · repeat_spread,42,,outputs/pilot_001_interview_return/reference_format_seed42/C_repeat_spread/config.json,aa629763171019ed761abe178061e7e432366f1f8f541e9a736df08c338a223b,records/outputs/pilot_001_interview_return/reference_format_seed42/C_repeat_spread/config.json,media/videos/a167f8a2d84338bf951513e83da91338a33fd2874488030d14d40a80c20d933d.mp4,media/videos/78ee771b015f5de9ff8bf204cdfc01a328f4aa7aec203bd1d71602c0396606be.mp4
run_099,4,pilot_001_interview_return,D · 영상 · video_same,42,,outputs/pilot_001_interview_return/reference_format_seed42/D_video_same/config.json,65b436b47aa3a1e7cfc7e494ec78f5b85dc74b12eb86041d9b7d23c8ea0649dc,records/outputs/pilot_001_interview_return/reference_format_seed42/D_video_same/config.json,media/videos/04d83e11029ce8f5c104f97ad04f43fa4c3a7e4f990e09feb1ab72604a90b53f.mp4,media/videos/5d1580a64964a07b894b1dc9af51beed2bbadc6bea6f556d2a7ac50794b78995.mp4
run_100,2,pilot_001_interview_return,Local-only,42,,outputs/pilot_001_interview_return/reference_past_seed42/local/config.json,dd32eecb2e745fbec3de1aba5f750b9b7ce36e62c10eb0a0f8c03f4f1b87cd0e,records/outputs/pilot_001_interview_return/reference_past_seed42/local/config.json,media/videos/7f0b380e4b84131e77665af5590d20c12f9bc53b8b78be8d5964549fa01e6505.mp4,media/videos/1c197381b49f71849e0cbbddf6f95c352d60556857cb3d85a3fcf1505013f373.mp4
run_101,2,pilot_001_interview_return,Oracle · Video-Past,42,,outputs/pilot_001_interview_return/reference_past_seed42/oracle/config.json,e4d23c730f96a10a980540864d359ecb8f63e9cd275308993e4cbc3190628dc6,records/outputs/pilot_001_interview_return/reference_past_seed42/oracle/config.json,media/videos/3774a92f6f2bc3a14a2eb0685c0f90ad97a775a303e73b61f8e830204960130c.mp4,media/videos/0b565ba03735f16e565e2a0ff47b31941fbeaf375bc427271710610bbdc9c6d3.mp4
run_102,2,pilot_001_interview_return,Random · Video-Past,42,,outputs/pilot_001_interview_return/reference_past_seed42/random/config.json,6488d2421f808f4284d6829a30f0fbf5d283c53b40038eeafa9d239801c5b845,records/outputs/pilot_001_interview_return/reference_past_seed42/random/config.json,media/videos/f0900be127f64e223bc30ace1a8f31b0bb136f70faadac3791b77d1fc6a1cd35.mp4,media/videos/df1bca748e1111c7c966ba612cd4bae698ba640644e58be892d7cd7d67468d46.mp4
run_103,5,pilot_001_interview_return,N2 · 이미지 · repeat_2,42,,outputs/pilot_001_interview_return/reference_repetition_seed42/repeat_2/config.json,3d3895eab1f7e55b579aeffbe37fd9d99971e5ce8fcffe6e28b8ee6590626c89,records/outputs/pilot_001_interview_return/reference_repetition_seed42/repeat_2/config.json,media/videos/c56ae6dab40044c40ae0958a8b390b69f359b8b7691417ea98bce005b5663530.mp4,media/videos/7de3807a5114037387418225387614c9dbfec9ae2cd5b1fcf1407e595321b813.mp4
run_104,5,pilot_001_interview_return,N4 · 이미지 · repeat_4,42,,outputs/pilot_001_interview_return/reference_repetition_seed42/repeat_4/config.json,c384b6be7515c07a66d314dce66c0c1e8a5a18b1192049d85b15a5c4668571bf,records/outputs/pilot_001_interview_return/reference_repetition_seed42/repeat_4/config.json,media/videos/31f33ad1cc29ce24b3a5c6eb892e047e16eec651565897679673aeff948c9584.mp4,media/videos/7daf8f1e29874871e3ef9fbf603baf5903ac1ed756575258629236ef1c601d2f.mp4
run_105,2,pilot_001_interview_return,Local-only,42,,outputs/pilot_001_interview_return/reference_target_guide_seed42/local/config.json,176337e80f97f71322e478af9e2f222b8a622d614d3d8a3954d80e9c7fcaf634,records/outputs/pilot_001_interview_return/reference_target_guide_seed42/local/config.json,media/videos/7f0b380e4b84131e77665af5590d20c12f9bc53b8b78be8d5964549fa01e6505.mp4,media/videos/1c197381b49f71849e0cbbddf6f95c352d60556857cb3d85a3fcf1505013f373.mp4
run_106,2,pilot_001_interview_return,Oracle · Image-Target,42,,outputs/pilot_001_interview_return/reference_target_guide_seed42/oracle/config.json,7fe29fc6901bb1859cc784e5f3bba7bc2bbc1f04a34e50f81365857dd6c76d01,records/outputs/pilot_001_interview_return/reference_target_guide_seed42/oracle/config.json,media/videos/ec364bce82901bf19f164d14c8fe0d01de50f4c914ee68336da899b91fd3ea2d.mp4,media/videos/959f9c9a584b35c0ddb9f649eb2afa739cd3d665f958c3941f7a713ad0024423.mp4
run_107,2,pilot_001_interview_return,Random · Image-Target,42,,outputs/pilot_001_interview_return/reference_target_guide_seed42/random/config.json,586b662e7afc3cd19abb4a2c827e5327bb4cf568bf1ad777a4682269d1ed4ab1,records/outputs/pilot_001_interview_return/reference_target_guide_seed42/random/config.json,media/videos/82b4a38a8b219ac4450d6954d659140d1d7f52bb9a3005cd98e90b14f1e663cc.mp4,media/videos/054805d783d3b826f507e150116ae773d3fd24be0ae8a6f878a73a809dc8627e.mp4
run_108,3,pilot_001_interview_return,Oracle · Image-Past,42,,outputs/pilot_001_interview_return/temporal_position_seed42/image_past/config.json,006335e073c3858164e1e876719acf97c64dd74e754dfbc0fc684a56340af038,records/outputs/pilot_001_interview_return/temporal_position_seed42/image_past/config.json,media/videos/f0b98754bd57eb4e87c1bcac513f3b3a6316cdfd74217c30f70ddf521d8ed4cb.mp4,media/videos/8ae56e41d7d914801c41e1e751c8a7a14593f17b9370792a67b48e36c54578a9.mp4
run_109,3,pilot_001_interview_return,Oracle · Video-Target,42,,outputs/pilot_001_interview_return/temporal_position_seed42/video_target/config.json,e0f7b7550de6bd004f67611e6b18f979f421751f19868a60bbba94b14c08b913,records/outputs/pilot_001_interview_return/temporal_position_seed42/video_target/config.json,media/videos/a72b426bda76fc1f2e382d15eb7162cb3e8e0913f848b2b8e587b7c8bf952d3b.mp4,media/videos/833478109679e2a5ad8bd897b2e18cc101a4025362f0028e85080965cfe13b8f.mp4
run_110,3,pilot_001_interview_return,Oracle · Image-Past,43,,outputs/pilot_001_interview_return/temporal_position_seed43/image_past/config.json,bbcbd861eeb828d31f42be7db0d55a90c81723db19e9199be6adf978674c6110,records/outputs/pilot_001_interview_return/temporal_position_seed43/image_past/config.json,media/videos/7c6ce02dbdd7c3b57b9415f5bd37a76365a0cfe21874d4d110f1bb78dda9bacd.mp4,media/videos/2266882efd21b4ef7f5ba8ee8be0923e4451b764592702c9cde518e7594ac07d.mp4
run_111,3,pilot_001_interview_return,Oracle · Image-Target,43,,outputs/pilot_001_interview_return/temporal_position_seed43/image_target/config.json,5a998eae606a3b897cdf901865f9606d6045b6b9fe791ed73610c658446e6752,records/outputs/pilot_001_interview_return/temporal_position_seed43/image_target/config.json,media/videos/68c0b8b35183f8318d4f2aa987db9916eab6e5bcf11b3a9a679020adb04be355.mp4,media/videos/da5e030393476cf2c878893dca35e6e9a268aa86aa0514ff33e905baf9c13204.mp4
run_112,3,pilot_001_interview_return,Oracle · Video-Past,43,,outputs/pilot_001_interview_return/temporal_position_seed43/video_past/config.json,c8a449d0f8c5468764b6809e123d742f28690b233aad693b46e0e8992fce0964,records/outputs/pilot_001_interview_return/temporal_position_seed43/video_past/config.json,media/videos/3e6e03478f0ec4a8db09d2c235d907ed95972b0e32b0186fb04b27558d01ba58.mp4,media/videos/4a263e16cefbad69577c01d1f470b7cc9d3fa1d277e131d3bef8ffe477b3ee1b.mp4
run_113,3,pilot_001_interview_return,Oracle · Video-Target,43,,outputs/pilot_001_interview_return/temporal_position_seed43/video_target/config.json,a8f19411a3ccf93c81c65afa0485ba953d10a46be2d662a2562f3549bce157ab,records/outputs/pilot_001_interview_return/temporal_position_seed43/video_target/config.json,media/videos/4bf2aee62bb74f616dbd3a9ee43b61c369a455245ca232d6e4036e500993400a.mp4,media/videos/fdf262804bd87fe5251a67a1fdee4ea198e1763a5b741bc0beded588947995f4.mp4
run_114,3,pilot_001_interview_return,Oracle · Image-Past,44,,outputs/pilot_001_interview_return/temporal_position_seed44/image_past/config.json,56946b936a6cd1498774133e7ad4cc54f2bd8644bff1efc69be1b96fdabb660d,records/outputs/pilot_001_interview_return/temporal_position_seed44/image_past/config.json,media/videos/8c9d1bbf7543fc56df9345ec187982361798a7cf0475a5826cf79fb4d64fe640.mp4,media/videos/db8c331f6f4fa761c5f2bbe25a4950328c401b0f3ae2cc93efa152b21385d648.mp4
